park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC,Avg_Annual_Visits_5Yr
Delaware Water Gap National Recreation Area,DEWA,Hialeah Picnic Area Well #1 (North),NA,Non-Public Water System (NP),NA,unknown groundwater,-75.08272,41.01792,"c(-75.08272, 41.01792)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Hialeah Picnic Area Well #2 (South),NA,Non-Public Water System (NP),NA,unknown groundwater,-75.0869,41.01702,"c(-75.0869, 41.01702)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Hidden Lake Beach Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.05347,41.0505,"c(-75.05347, 41.0505)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Hidden Lake Group Camp Well With Hand Pump,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.05395,41.05066,"c(-75.05395, 41.05066)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Hilltop Farm House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85655,41.19808,"c(-74.85655, 41.19808)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Huff House,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85108,41.20907,"c(-74.85108, 41.20907)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Lloyd House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85226,41.19549,"c(-74.85226, 41.19549)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Loch Lomond House Water System,Loch Lomond,Non-Public Water System (NP),NA,unknown groundwater,-74.895875,41.207567,"c(-74.895875, 41.207567)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Mitchell (Stone) House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85463,41.19558,"c(-74.85463, 41.19558)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Montague Grange,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.77904,41.31449,"c(-74.77904, 41.31449)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Munsch/Cyr (Jewell) House Water System,Jewell Residence,Non-Public Water System (NP),NA,unknown groundwater,-75.126629,40.947838,"c(-75.126629, 40.947838)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Munson House Water System,Munson House,Non-Public Water System (NP),NA,unknown groundwater,-74.85534,41.19556,"c(-74.85534, 41.19556)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Neldon Roberts House,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.79264,41.29651,"c(-74.79264, 41.29651)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Peirce House Water System,Peirce House,Non-Public Water System (NP),NA,unknown groundwater,-74.765823,41.341338,"c(-74.765823, 41.341338)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Rameriz Solar House,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.84691,41.29272,"c(-74.84691, 41.29272)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Raymondskill House,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.835305,41.287471,"c(-74.835305, 41.287471)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,REPEAT Goldeisen (Raymondskill) House Water System,Raymondskill Falls,Non-Public Water System (NP),NA,unknown groundwater,-74.835305,41.287471,"c(-74.835305, 41.287471)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Shoemaker House Water System,Shoemaker,Non-Public Water System (NP),NA,unknown groundwater,-75.031705,41.080918,"c(-75.031705, 41.080918)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Slateford Farm,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.12834,40.95364,"c(-75.12834, 40.95364)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Treible House (Lower) Water System,Lower Treible,Non-Public Water System (NP),NA,unknown groundwater,-74.85135,41.19625,"c(-74.85135, 41.19625)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Valley Brook Farm House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.85264,41.19121,"c(-74.85264, 41.19121)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Van Campen Farm HS,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.00305,41.05418,"c(-75.00305, 41.05418)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,"VanAuken, Horace House Water System",NA,Non-Public Water System (NP),NA,unknown groundwater,-75.01183,41.07204,"c(-75.01183, 41.07204)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Walpack Village,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.87856,41.1576,"c(-74.87856, 41.1576)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Zimmerman,NA,Non-Public Water System (NP),NA,unknown groundwater,-74.857967,41.25199,"c(-74.857967, 41.25199)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Minisink Church,Minisink Club,Transient Non-Community Water System (TNC),NJ1405301,unknown groundwater,-74.79449,41.30564,"c(-74.79449, 41.30564)","MINISINK CLUB, INC.",TNCWS,271,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Thunder Mountain Studios,Thunder Mountain Craft Center,Transient Non-Community Water System (TNC),NJ1917323,unknown groundwater,-74.872956,41.175763,"c(-74.872956, 41.175763)",THUNDER MOUNTAIN CRAFT CENTER,TNCWS,63,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Treible House (Upper) Water System,NA,Transient Non-Community Water System (TNC),NJ1917335,unknown groundwater,-74.85117,41.19738,"c(-74.85117, 41.19738)",PETERS VALLEY CRAFTSMAN,TNCWS,103,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Rivers Bend Campsite,Rivers Bend Well with Hand Pump,Transient Non-Community Water System (TNC),NJ1923310,unknown groundwater,-74.96456,41.097696,"c(-74.96456, 41.097696)",DELAWARE WATER GAP NRA RIVER BEND CAMPGR,TNCWS,75,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Watergate,NA,Transient Non-Community Water System (TNC),NJ2109317,unknown groundwater,-74.972292,41.070002,"c(-74.972292, 41.070002)",WATERGATE PICNIC AREA,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Camp Mohican VC Water System,MOHICAN OUTDOOR CENTER-DWGNRA,Non-Transient Non-Community Water System (NTNC),NJ2109318,shallow groundwater,-75.001586,41.035028,"c(-75.001586, 41.035028)",MOHICAN OUTDOOR CENTER-DWGNRA,TNCWS,80,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Millbrook Water System,Milbrook Village - Well 2,Transient Non-Community Water System (TNC),NJ2109319,unknown groundwater,-74.963084,41.073532,"c(-74.963084, 41.073532)",MILBROOK VILLAGE - WELL 2,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Turtle Beach Water System,NA,Transient Non-Community Water System (TNC),NJ2109322,unknown groundwater,-75.037125,41.031857,"c(-75.037125, 41.031857)",DEPT OF INTERIOR/DELAWARE WATER GAP NRA,TNCWS,305,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Kittatinny Visitor Center Water System,NA,Transient Non-Community Water System (TNC),NJ2113341,unknown groundwater,-75.128237,40.970199,"c(-75.128237, 40.970199)",KITTATINNY VISITOR CENTER,TNCWS,403,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill Maintenance/Headquarters Water System,DWGNRA Headquarters,Non-Transient Non-Community Water System (NTNC),PA2450745,deep groundwater,-75.02,41.0706,"c(-75.02, 41.0706)",DWGNRA HEADQUARTERS,NTNCWS,65,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Smithfield Beach Water System,DWGNRA Smithfield Beach,Transient Non-Community Water System (TNC),PA2450831,shallow groundwater,-75.0464,41.0347,"c(-75.0464, 41.0347)",DWGNRA SMITHFIELD BEACH,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill Meeting Hall & VC Water System,DWGNRA Bushkill Visitor Center,Transient Non-Community Water System (TNC),PA2451286,unknown groundwater,-75.0042,41.0894,"c(-75.0042, 41.0894)",DWGNRA BUSHKILL VISITOR CENTER,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dingmans Campground,DWGNRA Dingman Campground,Transient Non-Community Water System (TNC),PA2520411,unknown groundwater,-74.873604,41.211215,"c(-74.873604, 41.211215)",DWGNRA DINGMAN CAMPGROUND,TNCWS,532,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000",4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill Launch Water System,DWGNRA Bushkill Boat Launch,Transient Non-Community Water System (TNC),PA2520510,deep groundwater,-74.98611,41.10583,"c(-74.98611, 41.10583)",DWGNRA BUSHKILL BOAT LAUNCH,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dingmans Falls Visitor Center Water System,DWGNRA Dingman Visitor Center,Transient Non-Community Water System (TNC),PA2520819,unknown groundwater,-74.887731,41.229441,"c(-74.887731, 41.229441)",DWGNRA DINGMAN VISITOR CENTER,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Milford Beach Water System,DWGNRA Milford Beach,Transient Non-Community Water System (TNC),PA2520820,deep groundwater,-74.79667,41.3125,"c(-74.79667, 41.3125)",DWGNRA MILFORD BEACH,TNCWS,250,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,PEEC Water System,DWGNRA PEEC,Transient Non-Community Water System (TNC),PA2520821,deep groundwater,-74.9139,41.1753,"c(-74.9139, 41.1753)",DWGNRA PEEC,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill School Water System,DWGNRA Bushkill School,Transient Non-Community Water System (TNC),PA2520947,deep groundwater,-75.0028,41.0972,"c(-75.0028, 41.0972)",DWGNRA BUSHKILL SCHOOL,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Dingmans Launch,DWGNRA Dingmans Launch,Transient Non-Community Water System (TNC),PA2520957,unknown groundwater,-74.86194,41.21889,"c(-74.86194, 41.21889)",DWGNRA DINGMANS LAUNCH,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Valley View Campground,NA,Transient Non-Community Water System (TNC),PA2521067,unknown groundwater,-74.96456,41.11545,"c(-74.96456, 41.11545)",DWGNRA VALLEY VIEW CAMPSITE,TNCWS,35,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,4253028
Delaware Water Gap National Recreation Area,DEWA,Bushkill Reform Church,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.00089,41.0938,"c(-75.00089, 41.0938)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,4253028
Dinosaur National Monument,DINO,Headquarters Water System,NA,Non-Transient Non-Community Water System (NTNC),CO0241200,deep groundwater,-108.97251,40.243615,"c(-108.97251, 40.243615)",DINOSAUR NATL MNT HDQTRS,NTNCWS,55,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,335723.2
Dinosaur National Monument,DINO,Deerlodge Water System,NA,Transient Non-Community Water System (TNC),CO0241208,shallow groundwater,-108.52041,40.45025,"c(-108.52041, 40.45025)",DEERLODGE PARK CAMPGROUND,TNCWS,31,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,335723.2
Dinosaur National Monument,DINO,Echo Park Water System,NA,Transient Non-Community Water System (TNC),CO0241210,shallow groundwater,-108.991181,40.521259,"c(-108.991181, 40.521259)",DINOSAUR MNT ECHO PARK CG,TNCWS,36,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,335723.2
Dinosaur National Monument,DINO,Lodore Water System,NA,Transient Non-Community Water System (TNC),CO0241485,shallow groundwater,-108.887005,40.727325,"c(-108.887005, 40.727325)",DINOSAUR MONUMENT  LODORE CG,TNCWS,52,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,335723.2
Dinosaur National Monument,DINO,GRCG Water System,NA,Transient Non-Community Water System (TNC),UTAH24031,shallow groundwater,-109.246252,40.423523,"c(-109.246252, 40.423523)",DINOSAUR NM - GREEN RIVER CAMPGROUND,TNCWS,101,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,335723.2
Dinosaur National Monument,DINO,SMCG Water System,NA,Transient Non-Community Water System (TNC),UTAH24033,shallow groundwater,-109.25346,40.444407,"c(-109.25346, 40.444407)",DINOSAUR NM - SPLIT MTN CAMPGROUND,TNCWS,75,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,335723.2
Dry Tortugas National Park,DRTO,GKFJWN Non-potable Water System,NA,Non-Potable (NonPOT),NA,rainwater,-82.87268,24.62779,"c(-82.87268, 24.62779)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,85934.2
Dry Tortugas National Park,DRTO,GKFJWP Garden Key Potable Water System,Fort Jefferson Water System,Non-Public Water System (NP),NA,ocean,-82.87268,24.62779,"c(-82.87268, 24.62779)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,85934.2
Dry Tortugas National Park,DRTO,LHLSWP Loggerhead Water System,Loggerhead Key Water System,Non-Potable (NonPOT),NA,ocean,-82.92065,24.63319,"c(-82.92065, 24.63319)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,85934.2
Ebey's Landing National Historical Reserve,EBLA,Cottage Well System,NA,Non-Public Water System (NP),NA,deep groundwater,-122.71111,48.20492,"c(-122.71111, 48.20492)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,NA
Ebey's Landing National Historical Reserve,EBLA,Farm Site #1 - Water System,NA,Non-Potable (NonPOT),NA,shallow groundwater,-122.67804,48.2049,"c(-122.67804, 48.2049)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,NA
Ebey's Landing National Historical Reserve,EBLA,Farm Site #2 - Water Wells,NA,Non-Potable (NonPOT),NA,shallow groundwater,-122.66738,48.19044,"c(-122.66738, 48.19044)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,NA
Effigy Mounds National Monument,EFMO,Water System - Park,NA,Transient Non-Community Water System (TNC),IA2258494,deep groundwater,-91.188073,43.088798,"c(-91.188073, 43.088798)",EFFIGY MOUNDS NATIONAL MONUMENT,TNCWS,328,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,61967.6
El Malpais National Monument,ELMA,IC -  Water System,NA,Transient Non-Community Water System (TNC),NM3580133,deep groundwater,-108.290831,34.958687,"c(-108.290831, 34.958687)",EL MALPAIS NATIONAL MONUMENT,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,166173.6
El Morro National Monument,ELMO,Water System,NA,Transient Non-Community Water System (TNC),NM3596433,deep groundwater,-108.363051,35.045344,"c(-108.363051, 35.045344)",EL MORRO NATIONAL MONUMENT,TNCWS,133,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,69799.4
Eleanor Roosevelt National Historic Site,ELRO,Val-Kill Offices,NA,Non-Public Water System (NP),NA,unknown groundwater,-73.89941,41.76274,"c(-73.89941, 41.76274)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,17193
Everglades National Park,EVER,FLMYWP Flamingo Water System,Flamingo Water System,Non-Transient Non-Community Water System (NTNC),FL5440085,shallow groundwater,-80.919103,25.143373,"c(-80.919103, 25.143373)",FLAMINGO,NTNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,FLMYWP Flamingo Water System,Flamingo Water System,Non-Transient Non-Community Water System (NTNC),FL5440085,shallow groundwater,-80.918843,25.143252,"c(-80.918843, 25.143252)",FLAMINGO,NTNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,NWLRWP Loop Road Water System,Loop Rd Education Center Water System,Transient Non-Community Water System (TNC),FL4134151,unknown groundwater,-80.947926,25.746373,"c(-80.947926, 25.746373)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891538.6
Everglades National Park,EVER,PIRPWP Royal Palm Water System,Royal Palms Visitor Center Water System,Transient Non-Community Water System (TNC),FL4134153,unknown groundwater,-80.610826,25.382763,"c(-80.610826, 25.382763)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891538.6
Everglades National Park,EVER,NWSTWP Tower Water System,Shark Valley Tower Water System,Transient Non-Community Water System (TNC),FL4134199,unknown groundwater,-80.766479,25.656067,"c(-80.766479, 25.656067)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891538.6
Everglades National Park,EVER,Everglades Safari Park Water System,Everglades Safari Park Water System,Transient Non-Community Water System (TNC),FL4134220,unknown groundwater,-80.62565,25.760188,"c(-80.62565, 25.760188)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891538.6
Everglades National Park,EVER,PILPWP Long Pine Water System,Long Pine Key Campground Water System,Transient Non-Community Water System (TNC),FL4134372,unknown groundwater,-80.656285,25.401686,"c(-80.656285, 25.401686)",EVERGLADES PK-LONG PINE KEY,TNCWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500,891538.6
Everglades National Park,EVER,Gator Park Water System,Gator Park Water System,Transient Non-Community Water System (TNC),FL4134533,shallow groundwater,-80.581098,25.76061,"c(-80.581098, 25.76061)",GATOR PARK,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,Coopertown Water System,NA,Transient Non-Community Water System (TNC),FL4134393,unknown groundwater,-80.561107,25.760638,"c(-80.561107, 25.760638)",COOPERTOWN AIRBOAT,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,NWSAWP SV Admin Water System,Shark Valley Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.765876,25.75625,"c(-80.765876, 25.75625)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,891538.6
Everglades National Park,EVER,NWTCWP Trail Center Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-80.876389,25.803889,"c(-80.876389, 25.803889)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,891538.6
Everglades National Park,EVER,PIBRWP Bill Robertson Water System,Bill Robertson Water System,Non-Public Water System (NP),NA,unknown groundwater,-80.680905,25.390218,"c(-80.680905, 25.390218)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,891538.6
Everglades National Park,EVER,PIDBWP Dan Beard Water System,Daniel Beard Center Water System,Non-Transient Non-Community Water System (NTNC),FL4134356,unknown groundwater,-80.683294,25.388208,"c(-80.683294, 25.388208)",COFFEY'S COUNTRY STORE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,PIHLWP Hidden Lake Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-80.621716,25.384456,"c(-80.621716, 25.384456)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,891538.6
Everglades National Park,EVER,PIMYWP Pine Island Water System,Pine Island Water System,Non-Transient Non-Community Water System (NTNC),FL4134356,unknown groundwater,-80.592723,25.382626,"c(-80.592723, 25.382626)",COFFEY'S COUNTRY STORE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,PIVCWP Pine Island VC Water System,Headquarters Water System,Non-Transient Non-Community Water System (NTNC),FL4134356,unknown groundwater,-80.584969,25.395837,"c(-80.584969, 25.395837)",COFFEY'S COUNTRY STORE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,PIVCWP Pine Island VC Water System,Headquarters Water System,Non-Transient Non-Community Water System (NTNC),FL4134356,unknown groundwater,-80.584957,25.395837,"c(-80.584957, 25.395837)",COFFEY'S COUNTRY STORE,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100,891538.6
Everglades National Park,EVER,Westlake Water System,Westlake Water System,Non-Potable (NonPOT),NA,lake/reservoir,-80.85035,25.21462,"c(-80.85035, 25.21462)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100,891538.6
