park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC
Acadia National Park,ACAD,McFarland Hill,NA,Non-Transient Non-Community Water System (NTNC),ME0098573,unknown groundwater,-68.259254,44.374459,"c(-68.259254, 44.374459)",US NPS ACADIA NATL PARK HQ,NTNCWS,120,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Acadia National Park,ACAD,Islesford,NA,Transient Non-Community Water System (TNC),ME0098581,unknown groundwater,-68.23976,44.26164,"c(-68.23976, 44.26164)",US NPS ISLESFORD MUSEUM (19),TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Acadia National Park,ACAD,Fabbri,NA,Transient Non-Community Water System (TNC),ME0098582,unknown groundwater,-68.19504,44.31425,"c(-68.19504, 44.31425)",US NPS FABBRI MEMORIAL (14),TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Acadia National Park,ACAD,Isle au Haut Ranger Station,NA,Transient Non-Community Water System (TNC),ME0098590,shallow groundwater,-68.64141,44.06952,"c(-68.64141, 44.06952)",US NPS ISLE AU HAUT RANGER STATION,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Acadia National Park,ACAD,Thompson Island,NA,Transient Non-Community Water System (TNC),ME0198570,shallow groundwater,-68.36475,44.42662,"c(-68.36475, 44.42662)",US NPS THOMPSON ISL PARK (11),TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Acadia National Park,ACAD,Thompson Island,NA,Transient Non-Community Water System (TNC),ME0198570,shallow groundwater,-68.36475,44.42662,"c(-68.36475, 44.42662)",US NPS THOMPSON ISL PARK (11),TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Acadia National Park,ACAD,Bass Harbor Light Station,NA,Non-Public Water System (NP),NA,shallow groundwater,-68.3373,44.22197,"c(-68.3373, 44.22197)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Blackwoods Campground Hand Pump Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.213771,44.313345,"c(-68.213771, 44.313345)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Brown Mountain Gatehouse,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.28491,44.31146,"c(-68.28491, 44.31146)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Dermott House,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.2001,44.36014,"c(-68.2001, 44.36014)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Fly Farm,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.21413,44.37462,"c(-68.21413, 44.37462)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Isle au Haut Campground,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.65312,44.02746,"c(-68.65312, 44.02746)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Jordan Pond Gatehouse,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.25214,44.31936,"c(-68.25214, 44.31936)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Sand Beach Entrance Station,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.18302,44.3388,"c(-68.18302, 44.3388)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Sand Beach Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.183143,44.338809,"c(-68.183143, 44.338809)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Seal Cove Residence,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.404531,44.283387,"c(-68.404531, 44.283387)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Somes Sound House,NA,Non-Public Water System (NP),NA,unknown groundwater,-68.30225,44.34055,"c(-68.30225, 44.34055)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Acadia National Park,ACAD,Tate House (Crooked Road),NA,Non-Public Water System (NP),NA,unknown groundwater,-68.29701,44.41525,"c(-68.29701, 44.41525)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Agate Fossil Beds National Monument,AGFO,Bone Cabin Windmill (Historical),NA,Non-Potable (NonPOT),NA,rainwater,-103.73937,42.41811,"c(-103.73937, 42.41811)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Agate Fossil Beds National Monument,AGFO,Hoffman House Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-103.7412,42.41913,"c(-103.7412, 42.41913)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Agate Fossil Beds National Monument,AGFO,Housing/Maintenance Fire Protection Water System,NA,Non-Public Water System (NP),NA,unknown groundwater,-103.7299,42.431,"c(-103.7299, 42.431)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Agate Fossil Beds National Monument,AGFO,"Visitor Center, Maintenance & Housing Water System",NA,Non-Transient Non-Community Water System (NTNC),NE3116503,deep groundwater,-103.730713,42.430814,"c(-103.730713, 42.430814)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agate Fossil Beds National Monument,AGFO,Well #2 abandoned,NA,Non-Potable (NonPOT),NA,unknown groundwater,-103.7369,42.42779,"c(-103.7369, 42.42779)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Alibates Flint Quarries National Monument,ALFL,ALFL - VC Water System,NA,Non-Potable (NonPOT),NA,unknown groundwater,-101.70351,35.579129,"c(-101.70351, 35.579129)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Allegheny Portage Railroad National Historic Site,ALPO,Lemon House Municipal Water System,NA,Community Water System (CWS),PA4110038,municipal,-78.572951,40.456156,"c(-78.572951, 40.456156)",CRESSON TWP MUNI AUTH,CWS,2500,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Allegheny Portage Railroad National Historic Site,ALPO,Maintenance Shop Municipal Water System,NA,Community Water System (CWS),PA4110038,municipal,-78.572951,40.456156,"c(-78.572951, 40.456156)",CRESSON TWP MUNI AUTH,CWS,2500,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Allegheny Portage Railroad National Historic Site,ALPO,Visitor Center and Park Headquarters Municipal Water System,NA,Community Water System (CWS),PA4110038,municipal,-78.572951,40.456156,"c(-78.572951, 40.456156)",CRESSON TWP MUNI AUTH,CWS,2500,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Allegheny Portage Railroad National Historic Site,ALPO,Quarters Units 1090 & 1070 (Seasonal and Ranger House) Water System,Qtrs Unit 1070 & 1090 Water,Non-Public Water System (NP),NA,deep groundwater,-78.45813,40.40916,"c(-78.45813, 40.40916)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Amistad National Recreation Area,AMIS,DE/Potable Water System,NA,Transient Non-Community Water System (TNC),TX2330032,deep groundwater,-101.01467,29.4688,"c(-101.01467, 29.4688)",DIABLO EAST,TNCWS,80,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Amistad National Recreation Area,AMIS,Rough Canyon/Potable Water System,NA,Transient Non-Community Water System (TNC),TX2330033,deep groundwater,-100.97581,29.57868,"c(-100.97581, 29.57868)",ROUGH CANYON,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Amistad National Recreation Area,AMIS,GL/Potable Water System,NA,Transient Non-Community Water System (TNC),TX2330043,deep groundwater,-101.02867,29.4797,"c(-101.02867, 29.4797)",GOVERNORS LANDING,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Amistad National Recreation Area,AMIS,Pecos/Potable Water System,NA,Transient Non-Community Water System (TNC),TX2330048,deep groundwater,-101.36451,29.70193,"c(-101.36451, 29.70193)",NATIONAL PARK SERVICE PECOS RIVER,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Amistad National Recreation Area,AMIS,GSA Lease (HQ/VC) Water System,NA,Non-Transient Non-Community Water System (NTNC),TX2330074,deep groundwater,-101.000834,29.4675,"c(-101.000834, 29.4675)",CANO FAMCO WATER SUPPLY,NTNCWS,121,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Anacostia Park,ANAC,DC Water,NA,Community Water System (CWS),DC0000002,municipal,-76.994849,38.868152,"c(-76.994849, 38.868152)",D.C. WATER AND SEWER AUTHORITY,CWS,632323,2,3,4,5,10,"10,000+",">50,000",100K+,">100,000","500,001-1,000,000"
Andersonville National Historic Site,ANDE,Headquarters Water System,Andersonville Water System,Community Water System (CWS),GA2610001,municipal,-84.139362,32.194907,"c(-84.139362, 32.194907)",ANDERSONVILLE,CWS,338,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Andersonville National Historic Site,ANDE,Providence Spring,NA,Non-Potable (NonPOT),NA,spring,-84.13024,32.19436,"c(-84.13024, 32.19436)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Andrew Johnson National Historic Site,ANJO,Greeneville Water System,NA,Community Water System (CWS),TN0000273,municipal,-82.825271,36.171576,"c(-82.825271, 36.171576)",GREENEVILLE WATER COMMISSION,CWS,26657,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Antietam National Battlefield,ANTI,FULK HOUSE,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.710994,39.47431,"c(-77.710994, 39.47431)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Antietam National Battlefield,ANTI,NEWCOMER HOUSE,NA,Non-Potable (NonPOT),NA,unknown groundwater,-77.727274,39.46472,"c(-77.727274, 39.46472)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Antietam National Battlefield,ANTI,PRY HOUSE,NA,Non-Potable (NonPOT),NA,unknown groundwater,-77.714022,39.476013,"c(-77.714022, 39.476013)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Antietam National Battlefield,ANTI,Shull House,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.75284,39.48861,"c(-77.75284, 39.48861)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Antietam National Battlefield,ANTI,SMITH HOUSE,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.746153,39.472674,"c(-77.746153, 39.472674)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Antietam National Battlefield,ANTI,Wyand House,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.711068,39.474369,"c(-77.711068, 39.474369)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appomattox Court House National Historical Park,APCO,Visitor Center Complex,NA,Community Water System (CWS),VA5011050,municipal,-78.830655,37.353525,"c(-78.830655, 37.353525)",APPOMATTOX WATER SYSTEM,CWS,1761,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Appomattox Court House National Historical Park,APCO,Matthew House,NA,Non-Potable (NonPOT),NA,unknown groundwater,-78.79972,37.381041,"c(-78.79972, 37.381041)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appomattox Court House National Historical Park,APCO,Moon House,NA,Non-Public Water System (NP),NA,unknown groundwater,-78.80156,37.380952,"c(-78.80156, 37.380952)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,OA - Well and Water System,NA,Transient Non-Community Water System (TNC),WI8020139,shallow groundwater,-90.75296,46.92966,"c(-90.75296, 46.92966)",U S N P APOSTLE IS OAK ISLAND OAW01,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,MA - Well and Water System,NA,Transient Non-Community Water System (TNC),WI8020611,shallow groundwater,-90.67688,46.95548,"c(-90.67688, 46.95548)","APOSTLE ISLANDS N.L., MANITOO IS. (MAW01)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,BA - Well and Water System,Basswood Island (Shut Down),Transient Non-Community Water System (TNC),WI8020608,unknown groundwater,-90.763137,46.831905,"c(-90.763137, 46.831905)","APOSTLE ISLANDS N.L., BASSWOOD IS. (BAW01)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,Meyers Beach - Fountain,NA,Non-Public Water System (NP),NA,deep groundwater,-91.04719,46.8828,"c(-91.04719, 46.8828)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,MI - Water System,Michigan Island,Non-Public Water System (NP),NA,lake/reservoir,-90.49732,46.871301,"c(-90.49732, 46.871301)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,OU - Well and Water System,Outer (shut down),Non-Public Water System (NP),NA,lake/reservoir,-90.416766,47.076546,"c(-90.416766, 47.076546)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,RA - Well and Water System (Potable),NA,Transient Non-Community Water System (TNC),WI8040439,deep groundwater,-90.804583,46.970555,"c(-90.804583, 46.970555)","APOSTLE ISLANDS N.L., RASPBERRY IS. (RAW01)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,RA - Well and Water System (Non-Potable),NA,Non-Public Water System (NP),NA,unknown groundwater,-90.804583,46.970555,"c(-90.804583, 46.970555)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,RA - Well and Water System (Rainwater),NA,Non-Public Water System (NP),NA,rainwater,-90.804583,46.970555,"c(-90.804583, 46.970555)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Apostle Islands National Lakeshore,APIS,RO - Wells and Water Systems,NA,Transient Non-Community Water System (TNC),WI8020140,deep groundwater,-90.67602,47.02955,"c(-90.67602, 47.02955)","APOSTLE ISLAND N.L., ROCKY IS. (ROW01)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,ST - Wells and Water Systems,NA,Transient Non-Community Water System (TNC),WI8020142,deep groundwater,-90.54997,46.91209,"c(-90.54997, 46.91209)",U S N P APOSTLE IS STOCKTON IS PI STW01,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,STQB -  Old Well,Stockton Island,Transient Non-Community Water System (TNC),WI8020144,deep groundwater,-90.60739,46.92194,"c(-90.60739, 46.92194)","APOSTLE ISLANDS N.L., STOCKTON IS., Q.B. (STW02)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,DE - Well and Water System,Devils Island,Transient Non-Community Water System (TNC),WI8020610,unknown groundwater,-90.72729,47.07873,"c(-90.72729, 47.07873)","APOSTLE ISLANDS N.L., DEVILS IS. (DEW01)",TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,LSB - Wells and Water System,NA,Transient Non-Community Water System (TNC),WI8040391,unknown groundwater,-90.88963,46.94639,"c(-90.88963, 46.94639)",U S N P APOSTLE IS LSB VISITOR CONTACT STATION LSW04,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Apostle Islands National Lakeshore,APIS,SA - Well and Water Systems,NA,Transient Non-Community Water System (TNC),WI80404203,deep groundwater,-90.93548,46.98194,"c(-90.93548, 46.98194)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Appalachian National Scenic Trail,APPA,Morgan Stewart Hand Pump Well,NA,Non-Public Water System (NP),NA,shallow groundwater,-73.691758,41.564571,"c(-73.691758, 41.564571)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,Nahmakanta Lake Wilderness Camps,NA,Non-Public Water System (NP),NA,deep groundwater,-69.160436,45.77057,"c(-69.160436, 45.77057)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,RPH Shelter Hand Pump Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-73.792379,41.514509,"c(-73.792379, 41.514509)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,RT 501 North Bethel,NA,Non-Public Water System (NP),NA,unknown groundwater,-76.34566,40.51305,"c(-76.34566, 40.51305)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,Shenandoah/Messerschmitt,NA,Non-Public Water System (NP),NA,shallow groundwater,-73.805409,41.511781,"c(-73.805409, 41.511781)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,Silver Hill Campsite Hand Pump Well,NA,Non-Public Water System (NP),NA,unknown groundwater,-73.389395,41.815251,"c(-73.389395, 41.815251)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,Ten Mile Campsite,NA,Non-Public Water System (NP),NA,deep groundwater,-73.509167,41.665191,"c(-73.509167, 41.665191)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Appalachian National Scenic Trail,APPA,Wiley Shelter Hand Pump Well,Wiley Shelter Hand Pump Well,Non-Public Water System (NP),NA,deep groundwater,-73.532371,41.637868,"c(-73.532371, 41.637868)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Arches National Park,ARCH,AU01 Visitor Center Water System #1,NA,Community Water System (CWS),UTAH10021,deep groundwater,-109.611029,38.615623,"c(-109.611029, 38.615623)",ARCHES NATIONAL PARK HQ,CWS,116,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Arches National Park,ARCH,AU04 Devils Garden Water System,NA,Transient Non-Community Water System (TNC),UTAH10022,deep groundwater,-109.593563,38.780769,"c(-109.593563, 38.780769)",ARCHES NP-DEVILS GARDEN,TNCWS,191,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Arkansas Post National Memorial,ARPO,ARPO Water System,NA,Transient Non-Community Water System (TNC),ART000031,deep groundwater,-91.34616,34.017003,"c(-91.34616, 34.017003)",ARK POST NATIONAL MEMORIAL,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Assateague Island National Seashore,ASIS,HQ Water System MD,Headquarters,Non-Transient Non-Community Water System (NTNC),MD1230059,deep groundwater,-75.1545,38.24761,"c(-75.1545, 38.24761)",ASSATEAGUE ISLAND NATIONAL SEASHORE - HQ,NTNCWS,55,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Assateague Island National Seashore,ASIS,Developed Zone Water System MD,North Beach (MD),Transient Non-Community Water System (TNC),MD1231261,unknown groundwater,-75.15287,38.20832,"c(-75.15287, 38.20832)",ASSATEAGUE NATIONAL PARK NORTH BEACH,TNCWS,10020,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Assateague Island National Seashore,ASIS,Developed Zone Water System MD,North Beach (MD),Transient Non-Community Water System (TNC),MD1231261,unknown groundwater,-75.15287,38.20832,"c(-75.15287, 38.20832)",ASSATEAGUE NATIONAL PARK NORTH BEACH,TNCWS,10020,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Assateague Island National Seashore,ASIS,Maintenance Compound VA,NA,Non-Public Water System (NP),NA,unknown groundwater,-75.34504,37.89073,"c(-75.34504, 37.89073)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Assateague Island National Seashore,ASIS,Public Beach VA,Toms Cove Beach (VA),Non-Potable (NonPOT),NA,unknown groundwater,-75.345161,37.887045,"c(-75.345161, 37.887045)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Aztec Ruins National Monument,AZRU,Water System,NA,Community Water System (CWS),NM3509824,municipal,-108.000387,36.834538,"c(-108.000387, 36.834538)",AZTEC DOMESTIC WATER SYSTEM,CWS,9673,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Badlands National Park,BADL,CP Headquarters Housing Water System,NA,Community Water System (CWS),SD4602223,municipal,-100.403226,44.40449,"c(-100.403226, 44.40449)",WR/LJ - MNI WICONI,CWS,4720,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Bandelier National Monument,BAND,Ponderosa Water System,NA,Community Water System (CWS),NM3511516,municipal,-106.356489,35.832913,"c(-106.356489, 35.832913)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bandelier National Monument,BAND,Juniper Campground Water System,NA,Community Water System (CWS),NM3511516,municipal,-106.281253,35.796105,"c(-106.281253, 35.796105)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bandelier National Monument,BAND,Main Park Water System,Los Alamos municiple water system,Community Water System (CWS),NM3500115,municipal,-106.270789,35.779077,"c(-106.270789, 35.779077)",LOS ALAMOS MUNICIPAL WATER SYSTEM,CWS,25000,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Bandelier National Monument,BAND,Tsankawi Water System,NA,Community Water System (CWS),NM3500115,municipal,-106.223998,35.860033,"c(-106.223998, 35.860033)",LOS ALAMOS MUNICIPAL WATER SYSTEM,CWS,25000,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Bent's Old Fort National Historic Site,BEOL,UTIL NR Water System Juniper,Bents Fort WC,Community Water System (CWS),CO0145060,municipal,-103.475272,38.037888,"c(-103.475272, 38.037888)",BENTS FORT WC,CWS,900,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Bent's Old Fort National Historic Site,BEOL,Potable water system,Bents Fort WC,Community Water System (CWS),CO0145060,municipal,-103.475272,38.037888,"c(-103.475272, 38.037888)",BENTS FORT WC,CWS,900,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Big Bend National Park,BIBE,Harte Ranch,NA,Non-Public Water System (NP),NA,rainwater,-103.187386,29.480238,"c(-103.187386, 29.480238)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Big Bend National Park,BIBE,Harte Ranch,NA,Non-Public Water System (NP),NA,hauled,-103.187386,29.480238,"c(-103.187386, 29.480238)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Big Bend National Park,BIBE,Maverick Entrance Station,Maverick Entrance Station,Non-Public Water System (NP),NA,hauled,-103.18253,29.30713,"c(-103.18253, 29.30713)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Big Bend National Park,BIBE,"Water System, Barker Lodge, RGV",NA,Non-Public Water System (NP),NA,shallow groundwater,-102.95114,29.18882,"c(-102.95114, 29.18882)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Big Bend National Park,BIBE,Water System CASTOLON,NA,Transient Non-Community Water System (TNC),TX0220019,shallow groundwater,-103.52438,29.13881,"c(-103.52438, 29.13881)",CASTOLON MAINT AREA BBNP,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Big Bend National Park,BIBE,Water System CASTOLON,NA,Transient Non-Community Water System (TNC),TX0220019,shallow groundwater,-103.52362,29.1386,"c(-103.52362, 29.1386)",CASTOLON MAINT AREA BBNP,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Big Bend National Park,BIBE,Water System CASTOLON,NA,Transient Non-Community Water System (TNC),TX0220019,shallow groundwater,-103.52438,29.13881,"c(-103.52438, 29.13881)",CASTOLON MAINT AREA BBNP,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Big Bend National Park,BIBE,Water System PJ,Panther Junction,Community Water System (CWS),TX0220020,deep groundwater,-103.18242,29.30713,"c(-103.18242, 29.30713)",PANTHER JUNCTION PLT,CWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Big Bend National Park,BIBE,Water System PJ,Panther Junction,Community Water System (CWS),TX0220020,deep groundwater,-103.17804,29.30274,"c(-103.17804, 29.30274)",PANTHER JUNCTION PLT,CWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Big Bend National Park,BIBE,Water System PJ,Panther Junction,Community Water System (CWS),TX0220020,deep groundwater,-103.21218,29.3198,"c(-103.21218, 29.3198)",PANTHER JUNCTION PLT,CWS,300,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Big Bend National Park,BIBE,Water System RGV,Rio Grande Village,Transient Non-Community Water System (TNC),TX0220021,deep groundwater,-102.95326,29.17947,"c(-102.95326, 29.17947)",RIO GRANDE VILLAGE BBNP,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Big Bend National Park,BIBE,Water System CB,NA,Transient Non-Community Water System (TNC),TX0220022,spring,-103.3367,29.28208,"c(-103.3367, 29.28208)",BIG BEND NATIONAL PARK CHISOS BASIN WS,TNCWS,81,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Big Bend National Park,BIBE,Water System P-GAP,NA,Transient Non-Community Water System (TNC),TX0220028,hauled,-103.18253,29.30713,"c(-103.18253, 29.30713)",PERSIMMON GAP,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Bighorn Canyon National Recreation Area,BICA,UTIL Ok-A-Beh Water System,NA,Transient Non-Community Water System (TNC),MT0002762,spring,-107.973041,45.304978,"c(-107.973041, 45.304978)",OK A BEH MARINA,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Bighorn Canyon National Recreation Area,BICA,UTIL Ok-A-Beh Water System,NA,Transient Non-Community Water System (TNC),MT0002762,deep groundwater,-107.973041,45.304978,"c(-107.973041, 45.304978)",OK A BEH MARINA,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Bighorn Canyon National Recreation Area,BICA,UTIL Ewing-Snell  Water System,NA,Non-Potable (NonPOT),NA,river/stream,-108.262871,45.084404,"c(-108.262871, 45.084404)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
