park_name,park_unit,water_system_name,alternative_name,classification,pws_number,source_type,source_longitude,source_latitude,geometry,PWS_NAME,PWS_TYPE_CODE,POPULATION_SERVED_COUNT,POP_CAT_2_CODE,POP_CAT_3_CODE,POP_CAT_4_CODE,POP_CAT_5_CODE,POP_CAT_11_CODE,POP_CAT_2_DESC,POP_CAT_3_DESC,POP_CAT_4_DESC,POP_CAT_5_DESC,POP_CAT_11_DESC
Canyon de Chelly National Monument,CACH,Parkwide Water System NON-POT,NA,Non-Transient Non-Community Water System (NTNC),NN0403022,municipal,-109.538977,36.15303,"c(-109.538977, 36.15303)",Canyon De Chelly National Monument,CWS,55,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Cape Cod National Seashore,CACO,Naussett Ranger Station,NA,Non-Public Water System (NP),NA,municipal,-69.972497,41.837792,"c(-69.972497, 41.837792)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Truro NEED Water System,NA,Transient Non-Community Water System (TNC),MA4300036,shallow groundwater,-70.02529,42.0014,"c(-70.02529, 42.0014)",CCNS TRURO NEED   AMER.YOUTH HOSTEL,TNCWS,40,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Cape Cod National Seashore,CACO,Salt Pond Visitor Center Water System,NA,Transient Non-Community Water System (TNC),MA4318083,shallow groundwater,-69.9711,41.83786,"c(-69.9711, 41.83786)",CCNS SALT POND VISITOR CTR.,TNCWS,1900,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Cape Cod National Seashore,CACO,Head of the Meadow Water System,NA,Transient Non-Community Water System (TNC),MA4318090,shallow groundwater,-70.083489,42.047725,"c(-70.083489, 42.047725)",CCNS HEAD OF MEADOW BEACH,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Doane Rock Water System,NA,Transient Non-Community Water System (TNC),MA4086041,shallow groundwater,-69.95663,41.84349,"c(-69.95663, 41.84349)",CCNS DOANE ROCK PICNIC AREA,TNCWS,320,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Marconi Area Water System,NA,Non-Transient Non-Community Water System (NTNC),MA4318047,shallow groundwater,-69.978188,41.900231,"c(-69.978188, 41.900231)",CCNS MARCONI AREA,NTNCWS,499,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Marconi Area Water System,NA,Non-Transient Non-Community Water System (NTNC),MA4318047,shallow groundwater,-69.978193,41.900148,"c(-69.978193, 41.900148)",CCNS MARCONI AREA,NTNCWS,499,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Pilgrim Heights Water System,NA,Transient Non-Community Water System (TNC),MA4318082,shallow groundwater,-70.104256,42.054275,"c(-70.104256, 42.054275)",CCNS TRURO PILGRIM HEIGHTS,TNCWS,490,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Coast Guard Beach Water System,NA,Transient Non-Community Water System (TNC),MA4318084,shallow groundwater,-69.947931,41.843688,"c(-69.947931, 41.843688)",CCNS COAST GUARD STATION,TNCWS,495,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Hemenway Water System,NA,Transient Non-Community Water System (TNC),MA4318087,shallow groundwater,-69.96811,41.82172,"c(-69.96811, 41.82172)",CCNS HEMENWAY LANDING,TNCWS,50,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Cape Cod National Seashore,CACO,Nauset Light Beach Water System,NA,Transient Non-Community Water System (TNC),MA4318088,shallow groundwater,-69.95256,41.858169,"c(-69.95256, 41.858169)",CCNS NAUSET LIGHT BEACH,TNCWS,495,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,Highland Light Water System,NA,Transient Non-Community Water System (TNC),MA4318089,shallow groundwater,-70.064115,42.038026,"c(-70.064115, 42.038026)",CCNS HIGHLAND AREA (TRURO),TNCWS,495,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Cod National Seashore,CACO,(NACL)  Bio Lab,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.05323,42.03075,"c(-70.05323, 42.03075)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Ahearn house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.04446,41.95929,"c(-70.04446, 41.95929)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Allmon house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.01466,41.9512,"c(-70.01466, 41.9512)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Barros House,Barros House,Non-Public Water System (NP),NA,shallow groundwater,-70.08138,42.04463,"c(-70.08138, 42.04463)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Bartlett house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.948312,41.8477,"c(-69.948312, 41.8477)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Benz House Water System,Benz House,Non-Public Water System (NP),NA,shallow groundwater,-69.9562,41.83923,"c(-69.9562, 41.83923)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Biddle Property Water,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.071981,41.952181,"c(-70.071981, 41.952181)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Bolander House  Water,Bolander House  Water,Non-Public Water System (NP),NA,shallow groundwater,-69.980677,41.919627,"c(-69.980677, 41.919627)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Bolander House  Water,Bolander House  Water,Non-Public Water System (NP),NA,shallow groundwater,-69.98045,41.91966,"c(-69.98045, 41.91966)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Boule House Water,Boule House Water,Non-Public Water System (NP),NA,shallow groundwater,-69.97905,41.92276,"c(-69.97905, 41.92276)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Conover House Water,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.97719,41.92249,"c(-69.97719, 41.92249)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Crapser Cottages Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.06979,42.04333,"c(-70.06979, 42.04333)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Deane House Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.95608,41.84138,"c(-69.95608, 41.84138)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Delfino house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.95853,41.85842,"c(-69.95853, 41.85842)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Dickinson Apartments Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.07297,42.04491,"c(-70.07297, 42.04491)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Duarte house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.02962,41.99544,"c(-70.02962, 41.99544)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Eggleston House Water,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.98051,41.92223,"c(-69.98051, 41.92223)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Eggleston House Water,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.98075,41.92215,"c(-69.98075, 41.92215)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Ellis house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.04096,42.01783,"c(-70.04096, 42.01783)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Gregory House Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.95606,41.8403,"c(-69.95606, 41.8403)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Hardman,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.01293,41.93578,"c(-70.01293, 41.93578)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Hatch house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.0772,41.99953,"c(-70.0772, 41.99953)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Humphrey house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.96132,41.84392,"c(-69.96132, 41.84392)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Jebediah Higgins house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.05909,41.95471,"c(-70.05909, 41.95471)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Kugel-Gipps,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.997983,41.944383,"c(-69.997983, 41.944383)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,LeHac House Water System,LeHac House Water System,Non-Public Water System (NP),NA,shallow groundwater,-70.03845,41.96115,"c(-70.03845, 41.96115)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Lyman House Water System,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.956315,41.839742,"c(-69.956315, 41.839742)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Marcet house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.0023,41.95311,"c(-70.0023, 41.95311)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,McCarthy house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.03378,41.94953,"c(-70.03378, 41.94953)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,McKay house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.99246,41.91717,"c(-69.99246, 41.91717)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Nauset Lighthouse and Garage,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.953056,41.860278,"c(-69.953056, 41.860278)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Parker House Water,Parker House Water,Non-Public Water System (NP),NA,shallow groundwater,-70.027154,41.965537,"c(-70.027154, 41.965537)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Peck house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.004206,41.960154,"c(-70.004206, 41.960154)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Pierson house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.00235,41.95795,"c(-70.00235, 41.95795)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Pope House,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.98521,41.94273,"c(-69.98521, 41.94273)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Rider house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.01297,41.95342,"c(-70.01297, 41.95342)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Rockwell house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.97803,41.92314,"c(-69.97803, 41.92314)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Rosetti house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.0652,42.03072,"c(-70.0652, 42.03072)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Rowell House,Rowell House,Non-Public Water System (NP),NA,shallow groundwater,-70.0132,41.95354,"c(-70.0132, 41.95354)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Stevens house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.08328,42.03121,"c(-70.08328, 42.03121)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Stranger house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.04384,42.01632,"c(-70.04384, 42.01632)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Tisza house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.99719,41.96069,"c(-69.99719, 41.96069)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Vista house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.06728,42.03236,"c(-70.06728, 42.03236)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Weidlinger house,NA,Non-Public Water System (NP),NA,shallow groundwater,-70.00561,41.96109,"c(-70.00561, 41.96109)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Cod National Seashore,CACO,Young house,NA,Non-Public Water System (NP),NA,shallow groundwater,-69.955882,41.847215,"c(-69.955882, 41.847215)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Casa Grande Ruins National Monument,CAGR,Parkwide Water System,ARIZONA WATER CO - PINAL VALLEY,Community Water System (CWS),AZ0411009,municipal,-111.555089,32.98686,"c(-111.555089, 32.98686)",ARIZONA WATER CO - PINAL VALLEY,CWS,134432,2,3,4,5,8,"10,000+",">50,000",100K+,">100,000","100,001-250,000"
Cape Hatteras National Seashore,CAHA,The Town of Nags Head Water System,NA,Community Water System (CWS),NC0428010,municipal,-75.65299,35.990468,"c(-75.65299, 35.990468)","NAGS HEAD, TOWN OF",CWS,3125,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Cape Hatteras National Seashore,CAHA,HI WTP Cape Point Water Distribution System,Dare County Water Department,Community Water System (CWS),NC0428025,municipal,-75.585776,35.25716,"c(-75.585776, 35.25716)",DARE CO-CAPE HATTERAS WATER,CWS,5486,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Cape Hatteras National Seashore,CAHA,Ocracoke Sanitary District Water System,Ocracoke Sanitary District Water System,Community Water System (CWS),NC0448020,municipal,-75.983864,35.117193,"c(-75.983864, 35.117193)",OCRACOKE SANITARY DISTRICT,CWS,900,1,1,1,2,3,"<10,000","<=3,300",<10K,"501-3,300","501-1,000"
Cape Hatteras National Seashore,CAHA,BI WTP Pea Island Water Treatment Plant Non-Potable,Pea Island Comfort Station Water System,Non-Potable (NonPOT),NA,unknown groundwater,-75.493304,35.715924,"c(-75.493304, 35.715924)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Hatteras National Seashore,CAHA,Pony Pen Water System,Pony Pen Water System,Non-Potable (NonPOT),NA,unknown groundwater,-75.87228,35.14882,"c(-75.87228, 35.14882)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Hatteras National Seashore,CAHA,FR WTP  Water Treatment Plant,Frisco Campground Water System,Transient Non-Community Water System (TNC),NC0428422,shallow groundwater,-75.585717,35.2417,"c(-75.585717, 35.2417)",FRISCO CAMPGROUND,TNCWS,406,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Hatteras National Seashore,CAHA,FR WTP  Water Treatment Plant,Frisco Campground Water System,Transient Non-Community Water System (TNC),NC0428422,shallow groundwater,-75.585396,35.241471,"c(-75.585396, 35.241471)",FRISCO CAMPGROUND,TNCWS,406,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Cape Hatteras National Seashore,CAHA,FR WTP  Water Treatment Plant,Frisco Campground Water System,Transient Non-Community Water System (TNC),NC0428422,shallow groundwater,-75.584821,35.241191,"c(-75.584821, 35.241191)",FRISCO CAMPGROUND,TNCWS,406,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Captain John Smith Chesapeake National Historic Trail,CAJO,Werowocomoco House,NA,Non-Potable (NonPOT),NA,shallow groundwater,-76.656997,37.410325,"c(-76.656997, 37.410325)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,Craven County Municipal Water,NA,Community Water System (CWS),NC0425055,municipal,-77.083875,35.123432,"c(-77.083875, 35.123432)",CRAVEN COUNTY WATER SYSTEM,CWS,37848,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Cape Lookout National Seashore,CALO,Cape Village Volunteer House Water System,Cape Village Volunteer House Water System,Non-Public Water System (NP),NA,unknown groundwater,-76.535241,34.608172,"c(-76.535241, 34.608172)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,Coast Guard Water System,Coast Guard Water System,Non-Public Water System (NP),NA,unknown groundwater,-76.52527,34.62215,"c(-76.52527, 34.62215)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,Long Point Water System,Long Point Water System,Non-Public Water System (NP),NA,unknown groundwater,-76.255947,34.899185,"c(-76.255947, 34.899185)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,PV Dump Station Hand Pump,PV Dump Station Hand Pump,Non-Potable (NonPOT),NA,shallow groundwater,-76.064234,35.070228,"c(-76.064234, 35.070228)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,PV Life-Saving Service Station Water System,PV Life-Saving Service Station Water System,Non-Public Water System (NP),NA,unknown groundwater,-76.064234,35.070228,"c(-76.064234, 35.070228)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,PV Maintenance Water System,PV Maintenance Water System,Non-Public Water System (NP),NA,unknown groundwater,-76.064234,35.070228,"c(-76.064234, 35.070228)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Cape Lookout National Seashore,CALO,Cape Lookout Light Station,Visitor Center Water System,Transient Non-Community Water System (TNC),NC7016041,deep groundwater,-76.525252,34.622299,"c(-76.525252, 34.622299)",CAPE LOOKOUT VISITOR CENTER,TNCWS,100,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Cape Lookout National Seashore,CALO,Great Island Fish Camps,Great Island Water Systems,Transient Non-Community Water System (TNC),NC7016042,shallow groundwater,-76.412393,34.760224,"c(-76.412393, 34.760224)",GREAT ISLAND CABINS-CAPE LOOKOUT,TNCWS,200,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Canaveral National Seashore,CANA,ND - Water System,New Smyrna Beach Water System,Community Water System (CWS),FL3640876,municipal,-80.922301,29.025014,"c(-80.922301, 29.025014)",CITY OF NEW SMYRNA BEACH,CWS,69409,2,3,3,4,7,"10,000+",">50,000","50K-99,999","10,001-100,000","50,001-100,000"
Canaveral National Seashore,CANA,Volusia County Water System,Volusia County Water System,Community Water System (CWS),FL3644329,municipal,-81.304299,29.029743,"c(-81.304299, 29.029743)",VC/SOUTHEAST VOLUSIA INTERCONNECTED-WS#7,CWS,4082,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Canaveral National Seashore,CANA,Titusville Water System,Titusville Water System,Community Water System (CWS),FL3051367,municipal,-80.807129,28.609526,"c(-80.807129, 28.609526)","TITUSVILLE, CITY OF",CWS,57218,2,3,3,4,7,"10,000+",">50,000","50K-99,999","10,001-100,000","50,001-100,000"
Canaveral National Seashore,CANA,Beach Office Water System,Beach Office Water System,Non-Potable (NonPOT),NA,unknown groundwater,-80.62503,28.64354,"c(-80.62503, 28.64354)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Canaveral National Seashore,CANA,SD - Water System,Ranger Station Water Station,Non-Potable (NonPOT),NA,unknown groundwater,-80.68295,28.64446,"c(-80.68295, 28.64446)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Canaveral National Seashore,CANA,Wilson's Corner Water System,Wilson's Corner Water System,Non-Potable (NonPOT),NA,unknown groundwater,-80.70098,28.64667,"c(-80.70098, 28.64667)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Camp Nelson National Monument,CANE,Nicholasville Water Department,NA,Community Water System (CWS),KY0570315,municipal,-84.487633,37.840877,"c(-84.487633, 37.840877)",NICHOLASVILLE WATER DEPARTMENT,CWS,35266,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Canyonlands National Park,CANY,NFUA - Water System,NA,Transient Non-Community Water System (TNC),UTAH19042,shallow groundwater,-109.752132,38.156371,"c(-109.752132, 38.156371)",CANYONLANDS NP - NEEDLES DISTRICT HQ,TNCWS,406,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Canyonlands National Park,CANY,IFMA-Water System,NA,Transient Non-Community Water System (TNC),UTAH19040,municipal,-109.82449,38.45864,"c(-109.82449, 38.45864)",CANYONLANDS NP - ISLAND IN THE SKY,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Canyonlands National Park,CANY,MFUA-Water System,CANYONLANDS MAZE DISTRICT,Transient Non-Community Water System (TNC),UTAH28023,municipal,-110.17984,38.25721,"c(-110.17984, 38.25721)",CANYONLANDS MAZE DISTRICT,TNCWS,30,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Capitol Reef National Park,CARE,FD Drinking Water System,NA,Community Water System (CWS),UTAH28011,river/stream,-111.246616,38.284699,"c(-111.246616, 38.284699)",CAPITOL REEF NATIONAL PARK,CWS,1070,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Capitol Reef National Park,CARE,FD Drinking Water System,NA,Community Water System (CWS),UTAH28011,shallow groundwater,-111.256852,38.27876,"c(-111.256852, 38.27876)",CAPITOL REEF NATIONAL PARK,CWS,1070,1,1,1,2,4,"<10,000","<=3,300",<10K,"501-3,300","1,001-3,300"
Capitol Reef National Park,CARE,UVU Field Station,NA,Transient Non-Community Water System (TNC),UTAH28042,shallow groundwater,-111.182793,38.180646,"c(-111.182793, 38.180646)",CAPITOL REEF FIELD STATION,TNCWS,25,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Cane River Creole National Historic Park and Heritage Area,CARI,Water Utility System (Oakland),Waterworks District 2 Water System,Community Water System (CWS),LA1069006,municipal,-92.999813,31.654538,"c(-92.999813, 31.654538)",NATCHITOCHES PARISH WWKS DISTRICT 2,CWS,8415,1,2,1,3,5,"<10,000","3,301-50,000",<10K,"3,301-10,000","3,301-10,000"
Carl Sandburg Home National Historic Site,CARL,Hendersonville Water System,Municipal Water System,Community Water System (CWS),NC0145010,municipal,-82.445454,35.273442,"c(-82.445454, 35.273442)","HENDERSONVILLE, CITY OF",CWS,79278,2,3,3,4,7,"10,000+",">50,000","50K-99,999","10,001-100,000","50,001-100,000"
Castillo de San Marcos National Monument,CASA,CASA Headquarters Water System,St. Augustine Water System,Community Water System (CWS),FL2550210,municipal,-81.313322,29.88951,"c(-81.313322, 29.88951)",ST. AUGUSTINE WS,CWS,43069,2,2,2,4,6,"10,000+","3,301-50,000","10K-49,999","10,001-100,000","10,001-50,000"
Castillo de San Marcos National Monument,CASA,CASA Fort Courtyard Irrrigation well,CASA Fort Irrigation,Non-Potable (NonPOT),NA,unknown groundwater,-81.311604,29.89789,"c(-81.311604, 29.89789)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Castillo de San Marcos National Monument,CASA,CASA Main Irrigation System,CASA Irrigation System,Non-Potable (NonPOT),NA,unknown groundwater,-81.311604,29.897897,"c(-81.311604, 29.897897)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Catoctin Mountain Park,CATO,JIM BROWN,NA,Transient Non-Community Water System (TNC),MD0100012,unknown groundwater,-77.481781,39.642545,"c(-77.481781, 39.642545)",FOUNTAINDALE NORTH,CWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Catoctin Mountain Park,CATO,JIM BROWN,NA,Transient Non-Community Water System (TNC),MD0100012,unknown groundwater,-77.481781,39.642545,"c(-77.481781, 39.642545)",FOUNTAINDALE NORTH,CWS,0,1,1,1,1,1,"<10,000","<=3,300",<10K,<=500,<=100
Catoctin Mountain Park,CATO,Ike Smith,NA,Transient Non-Community Water System (TNC),MD1101323,unknown groundwater,-77.47811,39.656023,"c(-77.47811, 39.656023)",CATOCTIN MOUNTAIN NAT. PARK - IKE SMITH,TNCWS,188,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Catoctin Mountain Park,CATO,Ike Smith,NA,Transient Non-Community Water System (TNC),MD1101323,unknown groundwater,-77.47811,39.656023,"c(-77.47811, 39.656023)",CATOCTIN MOUNTAIN NAT. PARK - IKE SMITH,TNCWS,188,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Catoctin Mountain Park,CATO,Ike Smith,NA,Transient Non-Community Water System (TNC),MD1101323,unknown groundwater,-77.47811,39.656023,"c(-77.47811, 39.656023)",CATOCTIN MOUNTAIN NAT. PARK - IKE SMITH,TNCWS,188,1,1,1,1,2,"<10,000","<=3,300",<10K,<=500,101-500
Catoctin Mountain Park,CATO,PARK HQ,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.439775,39.626808,"c(-77.439775, 39.626808)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Catoctin Mountain Park,CATO,POPLAR GROVE,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.478654,39.652793,"c(-77.478654, 39.652793)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Catoctin Mountain Park,CATO,Well Water System (Qtrs) #5,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.494507,39.647726,"c(-77.494507, 39.647726)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
Catoctin Mountain Park,CATO,Well Water System (Qtrs) #6,NA,Non-Public Water System (NP),NA,unknown groundwater,-77.492547,39.652351,"c(-77.492547, 39.652351)",NA,NA,24,NA,NA,NA,NA,1,NA,NA,NA,NA,<=100
